Target_id	Tax_id	Gene_id	Gene_name	Gene_alias	Db_xrefs	Chromosome	Map_location	Description	Type_of_gene	TTD_target_id	TTD_target_type
HBTAR000856	9606	1395	CRHR2	CRF-RB; CRF2; CRFR2; HM-CRF	OMIM:602034; HGNC:HGNC:2358; Ensembl:ENSG00000106113	7	7p14.3	corticotropin releasing hormone receptor 2	protein-coding	T11011	Clinical Trial target
HBTAR000857	9606	1396	CRIP1	CRHP; CRIP; CRP-1; CRP1	OMIM:123875; HGNC:HGNC:2360; Ensembl:ENSG00000213145	14	14q32.33	cysteine rich protein 1	protein-coding	NA	/
HBTAR000858	9606	1397	CRIP2	CRIP; CRP2; ESP1	OMIM:601183; HGNC:HGNC:2361; Ensembl:ENSG00000182809	14	14q32.33	cysteine rich protein 2	protein-coding	NA	/
HBTAR000859	9606	1398	CRK	CRKII; p38	OMIM:164762; HGNC:HGNC:2362; Ensembl:ENSG00000167193	17	17p13.3	"CRK proto-oncogene, adaptor protein"	protein-coding	T27297	Research target
HBTAR000860	9606	1399	CRKL	-	OMIM:602007; HGNC:HGNC:2363; Ensembl:ENSG00000099942	22	22q11.21	"CRK like proto-oncogene, adaptor protein"	protein-coding	NA	/
HBTAR000861	9606	1400	CRMP1	CRMP-1; DPYSL1; DRP-1; DRP1; ULIP-3	OMIM:602462; HGNC:HGNC:2365; Ensembl:ENSG00000072832	4	4p16.2	collapsin response mediator protein 1	protein-coding	NA	/
HBTAR000862	9606	1401	CRP	PTX1	OMIM:123260; HGNC:HGNC:2367; Ensembl:ENSG00000132693	1	1q23.2	C-reactive protein	protein-coding	T52953	Clinical Trial target
HBTAR000863	9606	1407	CRY1	DSPD; PHLL1	OMIM:601933; HGNC:HGNC:2384; Ensembl:ENSG00000008405	12	12q23.3	cryptochrome circadian regulator 1	protein-coding	T12108	Research target
HBTAR000864	9606	1408	CRY2	HCRY2; PHLL2	OMIM:603732; HGNC:HGNC:2385; Ensembl:ENSG00000121671	11	11p11.2	cryptochrome circadian regulator 2	protein-coding	NA	/
HBTAR000865	9606	1409	CRYAA	CRYA1; CTRCT9; HSPB4	OMIM:123580; HGNC:HGNC:2388; Ensembl:ENSG00000160202	21	21q22.3	crystallin alpha A	protein-coding	T38610	Research target
HBTAR000866	9606	1410	CRYAB	CMD1II; CRYA2; CTPP2; CTRCT16; HEL-S-101; HSPB5; MFM2	OMIM:123590; HGNC:HGNC:2389; Ensembl:ENSG00000109846	11	11q23.1	crystallin alpha B	protein-coding	NA	/
HBTAR000867	9606	1413	CRYBA4	CTRCT23; CYRBA4; MCOPCT4	OMIM:123631; HGNC:HGNC:2396; Ensembl:ENSG00000196431	22	22q12.1	crystallin beta A4	protein-coding	NA	/
HBTAR000868	9606	1415	CRYBB2	CCA2; CRYB2; CRYB2A; CTRCT3; D22S665	OMIM:123620; HGNC:HGNC:2398; Ensembl:ENSG00000244752	22	22q11.23	crystallin beta B2	protein-coding	NA	/
HBTAR000869	9606	1417	CRYBB3	CATCN2; CRYB3; CTRCT22	OMIM:123630; HGNC:HGNC:2400; Ensembl:ENSG00000100053	22	22q11.23	crystallin beta B3	protein-coding	NA	/
HBTAR000870	9606	1427	CRYGS	CRYG8; CTRCT20	OMIM:123730; HGNC:HGNC:2417; Ensembl:ENSG00000213139	3	3q27.3	crystallin gamma S	protein-coding	NA	/
HBTAR000871	9606	1428	CRYM	DFNA40; THBP	OMIM:123740; HGNC:HGNC:2418; Ensembl:ENSG00000103316	16	16p12.2	crystallin mu	protein-coding	NA	/
HBTAR000872	9606	1429	CRYZ	-	OMIM:123691; HGNC:HGNC:2419; Ensembl:ENSG00000116791	1	1p31.1	crystallin zeta	protein-coding	T83284	Research target
HBTAR000873	9606	1431	CS	-	OMIM:118950; HGNC:HGNC:2422; Ensembl:ENSG00000062485	12	12q13.3	citrate synthase	protein-coding	T25690	Research target
HBTAR000874	9606	1432	MAPK14	CSBP; CSBP1; CSBP2; CSPB1; EXIP; Mxi2; PRKM14; PRKM15; RK; SAPK2A; p38; p38ALPHA	OMIM:600289; HGNC:HGNC:6876; Ensembl:ENSG00000112062	6	6p21.31	mitogen-activated protein kinase 14	protein-coding	T65864	Clinical Trial target
HBTAR000875	9606	1434	CSE1L	CAS; CSE1; XPO2	OMIM:601342; HGNC:HGNC:2431; Ensembl:ENSG00000124207	20	20q13.13	chromosome segregation 1 like	protein-coding	T05324	Research target
HBTAR000876	9606	1435	CSF1	CSF-1; MCSF	OMIM:120420; HGNC:HGNC:2432; Ensembl:ENSG00000184371	1	1p13.3	colony stimulating factor 1	protein-coding	T33990	Clinical Trial target
HBTAR000877	9606	1436	CSF1R	BANDDOS; C-FMS; CD115; CSF-1R; CSFR; FIM2; FMS; HDLS; M-CSF-R	OMIM:164770; HGNC:HGNC:2433; Ensembl:ENSG00000182578	5	5q32	colony stimulating factor 1 receptor	protein-coding	T55414	Research target
HBTAR000878	9606	1437	CSF2	CSF; GMCSF	OMIM:138960; HGNC:HGNC:2434; Ensembl:ENSG00000164400	5	5q31.1	colony stimulating factor 2	protein-coding	T74002	Successful target
HBTAR000879	9606	1438	CSF2RA	CD116; CDw116; CSF2R; CSF2RAX; CSF2RAY; CSF2RX; CSF2RY; GM-CSF-R-alpha; GMCSFR; GMCSFR-alpha; GMR; GMR-alpha; SMDP4; alphaGMR	OMIM:306250; OMIM:425000; HGNC:HGNC:2435; Ensembl:ENSG00000198223	X|Y	Xp22.33 and Yp11.2	colony stimulating factor 2 receptor subunit alpha	protein-coding	T73097	Successful target
HBTAR000880	9606	1439	CSF2RB	CD131; CDw131; IL3RB; IL5RB; SMDP5; betaGMR	OMIM:138981; HGNC:HGNC:2436; Ensembl:ENSG00000100368	22	22q12.3	colony stimulating factor 2 receptor subunit beta	protein-coding	T45433	Research target
HBTAR000881	9606	1440	CSF3	C17orf33; CSF3OS; GCSF	OMIM:138970; HGNC:HGNC:2438; Ensembl:ENSG00000108342	17	17q21.1	colony stimulating factor 3	protein-coding	T19615	Successful target
HBTAR000882	9606	1441	CSF3R	CD114; GCSFR; SCN7	OMIM:138971; HGNC:HGNC:2439; Ensembl:ENSG00000119535	1	1p34.3	colony stimulating factor 3 receptor	protein-coding	T98913	Successful target
HBTAR000883	9606	1442	CSH1	CS-1; CSA; CSMT; GHB3; PL; hCS-1; hCS-A	OMIM:150200; HGNC:HGNC:2440; Ensembl:ENSG00000136488	17	17q23.3	chorionic somatomammotropin hormone 1	protein-coding	NA	/
HBTAR000884	9606	1445	CSK	-	OMIM:124095; HGNC:HGNC:2444; Ensembl:ENSG00000103653	15	15q24.1	C-terminal Src kinase	protein-coding	T08741	Research target
HBTAR000885	9606	1447	CSN2	CASB	OMIM:115460; HGNC:HGNC:2447; Ensembl:ENSG00000135222	4	4q13.3	casein beta	protein-coding	NA	/
HBTAR000886	9606	1448	CSN3	CNS10; CSN10; CSNK; KCA	OMIM:601695; HGNC:HGNC:2446; Ensembl:ENSG00000171209	4	4q13.3	casein kappa	protein-coding	NA	/
HBTAR000887	9606	1452	CSNK1A1	CK1; CK1a; CKIa; HEL-S-77p; HLCDGP1; PRO2975	OMIM:600505; HGNC:HGNC:2451; Ensembl:ENSG00000113712	5	5q32	casein kinase 1 alpha 1	protein-coding	T13075	Research target
HBTAR000888	9606	1453	CSNK1D	ASPS; CKI-delta; CKId; CKIdelta; FASPS2; HCKID	OMIM:600864; HGNC:HGNC:2452; Ensembl:ENSG00000141551	17	17q25.3	casein kinase 1 delta	protein-coding	T87109	Research target
HBTAR000889	9606	1454	CSNK1E	CKIe; CKIepsilon; HCKIE	OMIM:600863; HGNC:HGNC:2453; Ensembl:ENSG00000213923	22	22q13.1	casein kinase 1 epsilon	protein-coding	T99989	Research target
HBTAR000890	9606	1455	CSNK1G2	CK1g2	OMIM:602214; HGNC:HGNC:2455; Ensembl:ENSG00000133275	19	19p13.3	casein kinase 1 gamma 2	protein-coding	T82773	Research target
HBTAR000891	9606	1456	CSNK1G3	CKI-gamma 3; CSNK1G3L	OMIM:604253; HGNC:HGNC:2456; Ensembl:ENSG00000151292	5	5q23.2	casein kinase 1 gamma 3	protein-coding	T29728	Research target
HBTAR000892	9606	1457	CSNK2A1	CK2A1; CKII; Cka1; Cka2; OCNDS	OMIM:115440; HGNC:HGNC:2457; Ensembl:ENSG00000101266	20	20p13	casein kinase 2 alpha 1	protein-coding	T51565	Clinical Trial target
HBTAR000893	9606	1459	CSNK2A2	CK2A2; CK2alpha'; CSNK2A1	OMIM:115442; HGNC:HGNC:2459; Ensembl:ENSG00000070770	16	16q21	casein kinase 2 alpha 2	protein-coding	T80526	Research target
HBTAR000894	9606	1460	CSNK2B	CK2B; CK2N; CSK2B; Ckb1; Ckb2; G5A; POBINDS	OMIM:115441; HGNC:HGNC:2460; Ensembl:ENSG00000204435	6	6p21.33	casein kinase 2 beta	protein-coding	NA	/
HBTAR000895	9606	1462	VCAN	CSPG2; ERVR; GHAP; PG-M; WGN; WGN1	OMIM:118661; HGNC:HGNC:2464; Ensembl:ENSG00000038427	5	5q14.2-q14.3	versican	protein-coding	NA	/
HBTAR000896	9606	1463	NCAN	CSPG3	OMIM:600826; HGNC:HGNC:2465; Ensembl:ENSG00000130287	19	19p13.11	neurocan	protein-coding	NA	/
HBTAR000897	9606	1464	CSPG4	CSPG4A; HMW-MAA; MCSP; MCSPG; MEL-CSPG; MSK16; NG2	OMIM:601172; HGNC:HGNC:2466; Ensembl:ENSG00000173546	15	15q24.2	chondroitin sulfate proteoglycan 4	protein-coding	T38041	Research target
HBTAR000898	9606	1465	CSRP1	CRP; CRP1; CSRP; CYRP; D1S181E; HEL-141; HEL-S-286	OMIM:123876; HGNC:HGNC:2469; Ensembl:ENSG00000159176	1	1q32.1	cysteine and glycine rich protein 1	protein-coding	NA	/
HBTAR000899	9606	1466	CSRP2	CRP2; LMO5; SmLIM	OMIM:601871; HGNC:HGNC:2470; Ensembl:ENSG00000175183	12	12q21.2	cysteine and glycine rich protein 2	protein-coding	NA	/
HBTAR000900	9606	1468	SLC25A10	DIC	OMIM:606794; HGNC:HGNC:10980; Ensembl:ENSG00000183048	17	17q25.3	solute carrier family 25 member 10	protein-coding	NA	/
HBTAR000901	9606	1469	CST1	-	OMIM:123855; HGNC:HGNC:2473; Ensembl:ENSG00000170373	20	20p11.21	cystatin SN	protein-coding	NA	/
HBTAR000902	9606	1470	CST2	-	OMIM:123856; HGNC:HGNC:2474; Ensembl:ENSG00000170369	20	20p11.21	cystatin SA	protein-coding	NA	/
HBTAR000903	9606	1471	CST3	ARMD11; HEL-S-2	OMIM:604312; HGNC:HGNC:2475; Ensembl:ENSG00000101439	20	20p11.21	cystatin C	protein-coding	NA	/
HBTAR000904	9606	1472	CST4	-	OMIM:123857; HGNC:HGNC:2476; Ensembl:ENSG00000101441	20	20p11.21	cystatin S	protein-coding	NA	/
HBTAR000905	9606	1474	CST6	ECTD15	OMIM:601891; HGNC:HGNC:2478; Ensembl:ENSG00000175315	11	11q13.1	cystatin E/M	protein-coding	NA	/
HBTAR000906	9606	1475	CSTA	AREI; PSS4; STF1; STFA	OMIM:184600; HGNC:HGNC:2481; Ensembl:ENSG00000121552	3	3q21.1	cystatin A	protein-coding	NA	/
HBTAR000907	9606	1476	CSTB	CPI-B; CST6; EPM1; EPM1A; PME; STFB; ULD	OMIM:601145; HGNC:HGNC:2482; Ensembl:ENSG00000160213	21	21q22.3	cystatin B	protein-coding	NA	/
HBTAR000908	9606	1477	CSTF1	CstF-50; CstFp50	OMIM:600369; HGNC:HGNC:2483; Ensembl:ENSG00000101138	20	20q13.2-q13.31	cleavage stimulation factor subunit 1	protein-coding	NA	/
HBTAR000909	9606	1478	CSTF2	CstF-64	OMIM:300907; HGNC:HGNC:2484; Ensembl:ENSG00000101811	X	Xq22.1	cleavage stimulation factor subunit 2	protein-coding	NA	/
HBTAR000910	9606	1482	NKX2-5	CHNG5; CSX; CSX1; HLHS2; NKX2.5; NKX2E; NKX4-1; VSD3	OMIM:600584; HGNC:HGNC:2488; Ensembl:ENSG00000183072	5	5q35.1	NK2 homeobox 5	protein-coding	NA	/
HBTAR000911	9606	1486	CTBS	CTB	OMIM:600873; HGNC:HGNC:2496; Ensembl:ENSG00000117151	1	1p22.3	chitobiase	protein-coding	NA	/
HBTAR000912	9606	1487	CTBP1	BARS; HADDTS	OMIM:602618; HGNC:HGNC:2494; Ensembl:ENSG00000159692	4	4p16.3	C-terminal binding protein 1	protein-coding	NA	/
HBTAR000913	9606	1488	CTBP2	-	OMIM:602619; HGNC:HGNC:2495; Ensembl:ENSG00000175029	10	10q26.13	C-terminal binding protein 2	protein-coding	NA	/
HBTAR000914	9606	1489	CTF1	CT-1; CT1	OMIM:600435; HGNC:HGNC:2499; Ensembl:ENSG00000150281	16	16p11.2	cardiotrophin 1	protein-coding	T94977	Clinical Trial target
HBTAR000915	9606	1490	CCN2	CTGF; HCS24; IGFBP8; NOV2	OMIM:121009; HGNC:HGNC:2500; Ensembl:ENSG00000118523	6	6q23.2	cellular communication network factor 2	protein-coding	NA	/
HBTAR000916	9606	1491	CTH	-	OMIM:607657; HGNC:HGNC:2501; Ensembl:ENSG00000116761	1	1p31.1	cystathionine gamma-lyase	protein-coding	T12241	Research target
HBTAR000917	9606	1493	CTLA4	ALPS5; CD; CD152; CELIAC3; CTLA-4; GRD4; GSE; IDDM12	OMIM:123890; HGNC:HGNC:2505; Ensembl:ENSG00000163599	2	2q33.2	cytotoxic T-lymphocyte associated protein 4	protein-coding	T15000	Successful target
HBTAR000918	9606	1495	CTNNA1	CAP102; MDPT2	OMIM:116805; HGNC:HGNC:2509; Ensembl:ENSG00000044115	5	5q31.2	catenin alpha 1	protein-coding	NA	/
HBTAR000919	9606	1497	CTNS	CTNS-LSB; PQLC4; SLC66A4	OMIM:606272; HGNC:HGNC:2518; Ensembl:ENSG00000040531	17	17p13.2	"cystinosin, lysosomal cystine transporter"	protein-coding	NA	/
HBTAR000920	9606	1499	CTNNB1	CTNNB; EVR7; MRD19; NEDSDV; armadillo	OMIM:116806; HGNC:HGNC:2514; Ensembl:ENSG00000168036	3	3p22.1	catenin beta 1	protein-coding	T82795	Successful target
HBTAR000921	9606	1500	CTNND1	BCDS2; CAS; CTNND; P120CAS; P120CTN; p120; p120(CAS); p120(CTN)	OMIM:601045; HGNC:HGNC:2515; Ensembl:ENSG00000198561	11	11q12.1	catenin delta 1	protein-coding	NA	/
HBTAR000922	9606	1501	CTNND2	GT24; NPRAP	OMIM:604275; HGNC:HGNC:2516; Ensembl:ENSG00000169862	5	5p15.2	catenin delta 2	protein-coding	NA	/
HBTAR000923	9606	1503	CTPS1	CTPS; GATD5; IMD24	OMIM:123860; HGNC:HGNC:2519; Ensembl:ENSG00000171793	1	1p34.2	CTP synthase 1	protein-coding	T70101	Clinical Trial target
HBTAR000924	9606	1504	CTRB1	CTRB	OMIM:118890; HGNC:HGNC:2521; Ensembl:ENSG00000168925	16	16q23.1	chymotrypsinogen B1	protein-coding	NA	/
HBTAR000925	9606	1506	CTRL	CTRL1	OMIM:118888; HGNC:HGNC:2524; Ensembl:ENSG00000141086	16	16q22.1	chymotrypsin like	protein-coding	NA	/
HBTAR000926	9606	1508	CTSB	APPS; CPSB; RECEUP	OMIM:116810; HGNC:HGNC:2527; Ensembl:ENSG00000164733	8	8p23.1	cathepsin B	protein-coding	T61746	Patented target
HBTAR000927	9606	1509	CTSD	CLN10; CPSD; HEL-S-130P	OMIM:116840; HGNC:HGNC:2529; Ensembl:ENSG00000117984	11	11p15.5	cathepsin D	protein-coding	T67102	Clinical Trial target
HBTAR000928	9606	1510	CTSE	CATE	OMIM:116890; HGNC:HGNC:2530; Ensembl:ENSG00000196188	1	1q32.1	cathepsin E	protein-coding	T16891	Research target
HBTAR000929	9606	1511	CTSG	CATG; CG	OMIM:116830; HGNC:HGNC:2532; Ensembl:ENSG00000100448	14	14q12	cathepsin G	protein-coding	T86385	Clinical Trial target
HBTAR000930	9606	1512	CTSH	ACC-4; ACC-5; ACC4; ACC5; CPSB	OMIM:116820; HGNC:HGNC:2535; Ensembl:ENSG00000103811	15	15q25.1	cathepsin H	protein-coding	T40103	Research target
HBTAR000931	9606	1513	CTSK	CTS02; CTSO; CTSO1; CTSO2; PKND; PYCD	OMIM:601105; HGNC:HGNC:2536; Ensembl:ENSG00000143387	1	1q21.3	cathepsin K	protein-coding	T11388	Clinical Trial target
HBTAR000932	9606	1514	CTSL	CATL; CTSL1; MEP	OMIM:116880; HGNC:HGNC:2537; Ensembl:ENSG00000135047	9	9q21.33	cathepsin L	protein-coding	T41141	Clinical Trial target
HBTAR000933	9606	1515	CTSV	CATL2; CTSL2; CTSU	OMIM:603308; HGNC:HGNC:2538; Ensembl:ENSG00000136943	9	9q22.33	cathepsin V	protein-coding	T93653	Patented target
HBTAR000934	9606	1519	CTSO	CTSO1	OMIM:600550; HGNC:HGNC:2542; Ensembl:ENSG00000256043	4	4q32.1	cathepsin O	protein-coding	NA	/
HBTAR000935	9606	1520	CTSS	-	OMIM:116845; HGNC:HGNC:2545; Ensembl:ENSG00000163131	1	1q21.3	cathepsin S	protein-coding	T68290	Clinical Trial target
HBTAR000936	9606	1521	CTSW	LYPN	OMIM:602364; HGNC:HGNC:2546; Ensembl:ENSG00000172543	11	11q13.1	cathepsin W	protein-coding	NA	/
HBTAR000937	9606	1522	CTSZ	CTSX	OMIM:603169; HGNC:HGNC:2547; Ensembl:ENSG00000101160	20	20q13.32	cathepsin Z	protein-coding	NA	/
HBTAR000938	9606	1523	CUX1	CASP; CDP; CDP/Cut; CDP1; COY1; CUTL1; CUX; Clox; Cux/CDP; GDDI; GOLIM6; Nbla10317; p100; p110; p200; p75	OMIM:116896; HGNC:HGNC:2557; Ensembl:ENSG00000257923	7	7q22.1	cut like homeobox 1	protein-coding	NA	/
HBTAR000939	9606	1524	CX3CR1	CCRL1; CMKBRL1; CMKDR1; GPR13; GPRV28; V28	OMIM:601470; HGNC:HGNC:2558; Ensembl:ENSG00000168329	3	3p22.2	C-X3-C motif chemokine receptor 1	protein-coding	T15033	Research target
HBTAR000940	9606	1525	CXADR	CAR; CAR4/6; HCAR	OMIM:602621; HGNC:HGNC:2559; Ensembl:ENSG00000154639	21	21q21.1	CXADR Ig-like cell adhesion molecule	protein-coding	NA	/
HBTAR000941	9606	1528	CYB5A	CYB5; MCB5; METAG	OMIM:613218; HGNC:HGNC:2570; Ensembl:ENSG00000166347	18	18q22.3	cytochrome b5 type A	protein-coding	NA	/
HBTAR000942	9606	1534	CYB561	CYB561A1; FRRS2; ORTHYP2	OMIM:600019; HGNC:HGNC:2571; Ensembl:ENSG00000008283	17	17q23.3	cytochrome b561	protein-coding	NA	/
HBTAR000943	9606	1535	CYBA	p22-PHOX	OMIM:608508; HGNC:HGNC:2577; Ensembl:ENSG00000051523	16	16q24.2	cytochrome b-245 alpha chain	protein-coding	NA	/
HBTAR000944	9606	1536	CYBB	AMCBX2; CGD; GP91-1; GP91-PHOX; GP91PHOX; IMD34; NOX2; p91-PHOX	OMIM:300481; HGNC:HGNC:2578; Ensembl:ENSG00000165168	X	Xp21.1-p11.4	cytochrome b-245 beta chain	protein-coding	T36729	Research target
HBTAR000945	9606	1537	CYC1	MC3DN6; UQCR4	OMIM:123980; HGNC:HGNC:2579; Ensembl:ENSG00000179091	8	8q24.3	cytochrome c1	protein-coding	NA	/
HBTAR000946	9606	1539	CYLC2	-	OMIM:604035; HGNC:HGNC:2583; Ensembl:ENSG00000155833	9	9q31.1	cylicin 2	protein-coding	NA	/
HBTAR000947	9606	1540	CYLD	BRSS; CDMT; CYLD1; CYLDI; EAC; MFT; MFT1; SBS; TEM; USPL2	OMIM:605018; HGNC:HGNC:2584; Ensembl:ENSG00000083799	16	16q12.1	CYLD lysine 63 deubiquitinase	protein-coding	NA	/
HBTAR000948	9606	1543	CYP1A1	AHH; AHRR; CP11; CYP1; CYPIA1; P1-450; P450-C; P450DX	OMIM:108330; HGNC:HGNC:2595; Ensembl:ENSG00000140465	15	15q24.1	cytochrome P450 family 1 subfamily A member 1	protein-coding	NA	/
HBTAR000949	9606	1544	CYP1A2	CP12; CYPIA2; P3-450; P450(PA)	OMIM:124060; HGNC:HGNC:2596; Ensembl:ENSG00000140505	15	15q24.1	cytochrome P450 family 1 subfamily A member 2	protein-coding	NA	/
HBTAR000950	9606	1545	CYP1B1	ASGD6; CP1B; CYPIB1; GLC3A; P4501B1	OMIM:601771; HGNC:HGNC:2597; Ensembl:ENSG00000138061	2	2p22.2	cytochrome P450 family 1 subfamily B member 1	protein-coding	T92521	Clinical Trial target
HBTAR000951	9606	1548	CYP2A6	CPA6; CYP2A; CYP2A3; CYPIIA6; P450C2A; P450PB	OMIM:122720; HGNC:HGNC:2610; Ensembl:ENSG00000255974	19	19q13.2	cytochrome P450 family 2 subfamily A member 6	protein-coding	T06455	Successful target
HBTAR000952	9606	1549	CYP2A7	CPA7; CPAD; CYP2A; CYPIIA7; P450-IIA4	OMIM:608054; HGNC:HGNC:2611; Ensembl:ENSG00000198077	19	19q13.2	cytochrome P450 family 2 subfamily A member 7	protein-coding	NA	/
HBTAR000953	9606	1551	CYP3A7	CP37; CYPIIIA7; P-450(HFL33); P-450111A7; P450-HFLA; P450HLp2	OMIM:605340; HGNC:HGNC:2640; Ensembl:ENSG00000160870	7	7q22.1	cytochrome P450 family 3 subfamily A member 7	protein-coding	NA	/
HBTAR000954	9606	1553	CYP2A13	CPAD; CYP2A; CYPIIA13	OMIM:608055; HGNC:HGNC:2608; Ensembl:ENSG00000197838	19	19q13.2	cytochrome P450 family 2 subfamily A member 13	protein-coding	NA	/
HBTAR000955	9606	1555	CYP2B6	CPB6; CYP2B; CYP2B7; CYP2B7P; CYPIIB6; EFVM; IIB1; P450	OMIM:123930; HGNC:HGNC:2615; Ensembl:ENSG00000197408	19	19q13.2	cytochrome P450 family 2 subfamily B member 6	protein-coding	T11793	Research target
HBTAR000956	9606	1557	CYP2C19	CPCJ; CYP2C; CYPIIC17; CYPIIC19; P450C2C; P450IIC19	OMIM:124020; HGNC:HGNC:2621; Ensembl:ENSG00000165841	10	10q23.33	cytochrome P450 family 2 subfamily C member 19	protein-coding	NA	/
HBTAR000957	9606	1558	CYP2C8	CPC8; CYP2C8DM; CYPIIC8; MP-12/MP-20	OMIM:601129; HGNC:HGNC:2622; Ensembl:ENSG00000138115	10	10q23.33	cytochrome P450 family 2 subfamily C member 8	protein-coding	NA	/
HBTAR000958	9606	1559	CYP2C9	CPC9; CYP2C; CYP2C10; CYPIIC9; P450IIC9	OMIM:601130; HGNC:HGNC:2623; Ensembl:ENSG00000138109	10	10q23.33	cytochrome P450 family 2 subfamily C member 9	protein-coding	T19244	Successful target
HBTAR000959	9606	1562	CYP2C18	CPCI; CYP2C; CYP2C17; P450-6B/29C; P450IIC17	OMIM:601131; HGNC:HGNC:2620; Ensembl:ENSG00000108242	10	10q23.33	cytochrome P450 family 2 subfamily C member 18	protein-coding	NA	/
HBTAR000960	9606	1565	CYP2D6	CPD6; CYP2D; CYP2D7AP; CYP2D7BP; CYP2D7P2; CYP2D8P2; CYP2DL1; CYPIID6; P450-DB1; P450C2D; P450DB1	OMIM:124030; HGNC:HGNC:2625; Ensembl:ENSG00000100197	22	22q13.2	cytochrome P450 family 2 subfamily D member 6	protein-coding	T57392	Successful target
HBTAR000961	9606	1571	CYP2E1	CPE1; CYP2E; P450-J; P450C2E	OMIM:124040; HGNC:HGNC:2631; Ensembl:ENSG00000130649	10	10q26.3	cytochrome P450 family 2 subfamily E member 1	protein-coding	NA	/
HBTAR000962	9606	1572	CYP2F1	C2F1; CYP2F; CYPIIF1	OMIM:124070; HGNC:HGNC:2632; Ensembl:ENSG00000197446	19	19q13.2	cytochrome P450 family 2 subfamily F member 1	protein-coding	NA	/
HBTAR000963	9606	1573	CYP2J2	CPJ2; CYPIIJ2	OMIM:601258; HGNC:HGNC:2634; Ensembl:ENSG00000134716	1	1p32.1	cytochrome P450 family 2 subfamily J member 2	protein-coding	NA	/
HBTAR000964	9606	1576	CYP3A4	CP33; CP34; CYP3A; CYP3A3; CYPIIIA3; CYPIIIA4; HLP; NF-25; P450C3; P450PCN1	OMIM:124010; HGNC:HGNC:2637; Ensembl:ENSG00000160868	7	7q22.1	cytochrome P450 family 3 subfamily A member 4	protein-coding	T90391	Clinical Trial target
HBTAR000965	9606	1577	CYP3A5	CP35; CYPIIIA5; P450PCN3; PCN3	OMIM:605325; HGNC:HGNC:2638; Ensembl:ENSG00000106258	7	7q22.1	cytochrome P450 family 3 subfamily A member 5	protein-coding	NA	/
HBTAR000966	9606	1579	CYP4A11	CP4Y; CYP4A2; CYP4AII; CYPIVA11	OMIM:601310; HGNC:HGNC:2642; Ensembl:ENSG00000187048	1	1p33	cytochrome P450 family 4 subfamily A member 11	protein-coding	NA	/
HBTAR000967	9606	1580	CYP4B1	CYPIVB1; P-450HP	OMIM:124075; HGNC:HGNC:2644; Ensembl:ENSG00000142973	1	1p33	cytochrome P450 family 4 subfamily B member 1	protein-coding	NA	/
HBTAR000968	9606	1581	CYP7A1	CP7A; CYP7; CYPVII	OMIM:118455; HGNC:HGNC:2651; Ensembl:ENSG00000167910	8	8q12.1	cytochrome P450 family 7 subfamily A member 1	protein-coding	NA	/
HBTAR000969	9606	1582	CYP8B1	CP8B; CYP12	OMIM:602172; HGNC:HGNC:2653; Ensembl:ENSG00000180432	3	3p22.1	cytochrome P450 family 8 subfamily B member 1	protein-coding	NA	/
HBTAR000970	9606	1583	CYP11A1	CYP11A; CYPXIA1; P450SCC	OMIM:118485; HGNC:HGNC:2590; Ensembl:ENSG00000140459	15	15q24.1	cytochrome P450 family 11 subfamily A member 1	protein-coding	T23145	Successful target
HBTAR000971	9606	1584	CYP11B1	CPN1; CYP11B; FHI; P450C11	OMIM:610613; HGNC:HGNC:2591; Ensembl:ENSG00000160882	8	8q24.3	cytochrome P450 family 11 subfamily B member 1	protein-coding	T84621	Successful target
HBTAR000972	9606	1585	CYP11B2	ALDOS; CPN2; CYP11B; CYP11BL; CYPXIB2; P-450C18; P450C18; P450aldo	OMIM:124080; HGNC:HGNC:2592; Ensembl:ENSG00000179142	8	8q24.3	cytochrome P450 family 11 subfamily B member 2	protein-coding	T59056	Clinical Trial target
HBTAR000973	9606	1586	CYP17A1	CPT7; CYP17; P450C17; S17AH	OMIM:609300; HGNC:HGNC:2593; Ensembl:ENSG00000148795	10	10q24.32	cytochrome P450 family 17 subfamily A member 1	protein-coding	T89041	Successful target
HBTAR000974	9606	1588	CYP19A1	ARO; ARO1; CPV1; CYAR; CYP19; CYPXIX; P-450AROM	OMIM:107910; HGNC:HGNC:2594; Ensembl:ENSG00000137869	15	15q21.2	cytochrome P450 family 19 subfamily A member 1	protein-coding	T13260	Successful target
HBTAR000975	9606	1589	CYP21A2	CA21H; CAH1; CPS1; CYP21; CYP21B; P450c21B	OMIM:613815; HGNC:HGNC:2600; Ensembl:ENSG00000231852	6	6p21.33	cytochrome P450 family 21 subfamily A member 2	protein-coding	NA	/
HBTAR000976	9606	1591	CYP24A1	CP24; CYP24; HCAI; HCINF1; P450-CC24	OMIM:126065; HGNC:HGNC:2602; Ensembl:ENSG00000019186	20	20q13.2	cytochrome P450 family 24 subfamily A member 1	protein-coding	T92458	Clinical Trial target
HBTAR000977	9606	1592	CYP26A1	CP26; CYP26; P450RAI; P450RAI1	OMIM:602239; HGNC:HGNC:2603; Ensembl:ENSG00000095596	10	10q23.33	cytochrome P450 family 26 subfamily A member 1	protein-coding	T84634	Clinical Trial target
