Gene.Symbol,Description,Category,Uniprot.ID,Gifts,GC.Id,Relevance.score,GeneCards.Link
FOXE1,Forkhead Box E1,Protein Coding,O00358,48,GC09P097853,18.8821449279785,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXE1
SCT,Secretin,Protein Coding,P09683,39,GC11M000626,18.8578414916992,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCT
LINC00092,Long Intergenic Non-Protein Coding RNA 92,RNA Gene,"",21,GC09M103180,18.8569450378418,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00092
CTAG1A,Cancer/Testis Antigen 1A,Protein Coding,P78358,31,GC0XP154585,18.8494777679443,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTAG1A
KLK10,Kallikrein Related Peptidase 10,Protein Coding,O43240,45,GC19M051012,18.8396396636963,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLK10
CXCL1,C-X-C Motif Chemokine Ligand 1,Protein Coding,P09341,49,GC04P073869,18.8380451202393,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL1
IFNA1,Interferon Alpha 1,Protein Coding,P01562,46,GC09P021647,18.8367691040039,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNA1
HMGA2,High Mobility Group AT-Hook 2,Protein Coding,P52926,50,GC12P065824,18.8249588012695,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGA2
TXN,Thioredoxin,Protein Coding,P10599,52,GC09M110243,18.8049259185791,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXN
PIK3CB,"Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Beta",Protein Coding,P42338,54,GC03M138652,18.7810535430908,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CB
LGALS1,Galectin 1,Protein Coding,P09382,49,GC22P037675,18.7803325653076,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS1
CADM1,Cell Adhesion Molecule 1,Protein Coding,Q9BY67,51,GC11M115169,18.7687320709229,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CADM1
ZNF276,Zinc Finger Protein 276,Protein Coding,Q8N554,42,GC16P089720,18.7327823638916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF276
HSPA4,Heat Shock Protein Family A (Hsp70) Member 4,Protein Coding,P34932,49,GC05P133062,18.6955585479736,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA4
S100A6,S100 Calcium Binding Protein A6,Protein Coding,P06703,49,GC01M156049,18.6832695007324,https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A6
FZD3,Frizzled Class Receptor 3,Protein Coding,Q9NPG1,49,GC08P028494,18.6817932128906,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZD3
FOLH1,Folate Hydrolase 1,Protein Coding,Q04609,54,GC11M108903,18.680290222168,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOLH1
FOXP4-AS1,FOXP4 Antisense RNA 1,RNA Gene,"",20,GC06M081124,18.6129741668701,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXP4-AS1
RELN,Reelin,Protein Coding,P78509,51,GC07M103471,18.6075477600098,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RELN
LDHA,Lactate Dehydrogenase A,Protein Coding,P00338,57,GC11P018394,18.597864151001,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDHA
TUSC8,Tumor Suppressor Candidate 8,RNA Gene,"",17,GC13M044400,18.5922031402588,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUSC8
CD24,CD24 Molecule,Protein Coding,P25063,41,GC06M106969,18.559814453125,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD24
SYP,Synaptophysin,Protein Coding,P08247,53,GC0XM049187,18.5554981231689,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYP
ANXA2,Annexin A2,Protein Coding,P07355,54,GC15M060347,18.5242195129395,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA2
MME,Membrane Metalloendopeptidase,Protein Coding,P08473,57,GC03P155024,18.5177841186523,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MME
ERLNC1,Estrogen Receptor Responsive LncRNA 1,RNA Gene,"",16,GC01P204141,18.5028305053711,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERLNC1
JAK3,Janus Kinase 3,Protein Coding,P52333,58,GC19M017824,18.5006656646729,https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAK3
ATRX,ATRX Chromatin Remodeler,Protein Coding,P46100,53,GC0XM077504,18.4533004760742,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATRX
TNFRSF1A,TNF Receptor Superfamily Member 1A,Protein Coding,P19438,57,GC12M006328,18.4311695098877,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF1A
LINC00339,Long Intergenic Non-Protein Coding RNA 339,RNA Gene,"",22,GC01P022914,18.4241428375244,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00339
CYP17A1-AS1,CYP17A1 Antisense RNA 1,RNA Gene,"",17,GC10P102752,18.4181308746338,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP17A1-AS1
SNHG17,Small Nucleolar RNA Host Gene 17,RNA Gene,"",21,GC20M038785,18.4089031219482,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG17
PKHD1,PKHD1 Ciliary IPT Domain Containing Fibrocystin/Polyductin,Protein Coding,P08F94,45,GC06M081254,18.3923225402832,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKHD1
AKT3,AKT Serine/Threonine Kinase 3,Protein Coding,Q9Y243,61,GC01M243488,18.359733581543,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKT3
PSG2,Pregnancy Specific Beta-1-Glycoprotein 2,Protein Coding,P11465,41,GC19M043064,18.3596458435059,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSG2
MIR374A,MicroRNA 374a,RNA Gene,"",20,GC0XM074300,18.3307685852051,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR374A
ICOSLG,Inducible T Cell Costimulator Ligand,Protein Coding,O75144,48,GC21M044222,18.330135345459,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ICOSLG
BECN1,Beclin 1,Protein Coding,Q14457,53,GC17M042810,18.3249607086182,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BECN1
PDGFB,Platelet Derived Growth Factor Subunit B,Protein Coding,P01127,58,GC22M069031,18.3115081787109,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDGFB
CYP2D6,Cytochrome P450 Family 2 Subfamily D Member 6,Protein Coding,P10635,52,GC22M042126,18.2763137817383,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP2D6
HDAC9,Histone Deacetylase 9,Protein Coding,Q9UKV0,56,GC07P018086,18.2741546630859,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC9
CCND3,Cyclin D3,Protein Coding,P30281,53,GC06M041934,18.2584629058838,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCND3
TSPAN31,Tetraspanin 31,Protein Coding,Q12999,46,GC12P057738,18.2569236755371,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPAN31
DLEU7-AS1,DLEU7 Antisense RNA 1,RNA Gene,"",20,GC13P050287,18.2288017272949,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLEU7-AS1
GPER1,G Protein-Coupled Estrogen Receptor 1,Protein Coding,Q99527,47,GC07P004023,18.2206993103027,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPER1
ERG,ETS Transcription Factor ERG,Protein Coding,P11308,53,GC21M038367,18.2195053100586,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERG
ENSG00000277577,"",RNA Gene,"",6,GC0XM073831,18.2043151855469,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000277577
TLR9,Toll Like Receptor 9,Protein Coding,Q9NR96,52,GC03M052595,18.1631126403809,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR9
SPINK1,Serine Peptidase Inhibitor Kazal Type 1,Protein Coding,P00995,48,GC05M147825,18.1581268310547,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPINK1
HOXB-AS3,HOXB Cluster Antisense RNA 3,RNA Gene,C0HLZ6,23,GC17P048549,18.1496257781982,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXB-AS3
MIR7-3,MicroRNA 7-3,RNA Gene,"",21,GC19P004770,18.1453704833984,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR7-3
SERPINB2,Serpin Family B Member 2,Protein Coding,P05120,50,GC18P063871,18.1433334350586,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINB2
GATA4,GATA Binding Protein 4,Protein Coding,P43694,56,GC08P011676,18.1421279907227,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATA4
YBX1,Y-Box Binding Protein 1,Protein Coding,P67809,47,GC01P042682,18.1415920257568,https://www.genecards.org/cgi-bin/carddisp.pl?gene=YBX1
NDRG1,N-Myc Downstream Regulated 1,Protein Coding,Q92597,52,GC08M133237,18.1253967285156,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDRG1
KCNK15-AS1,KCNK15 And WISP2 Antisense RNA 1,RNA Gene,"",18,GC20M044694,18.1161651611328,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNK15-AS1
IL6R,Interleukin 6 Receptor,Protein Coding,P08887,57,GC01P154405,18.0755977630615,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL6R
FOXCUT,FOXC1 Upstream Transcript,RNA Gene,"",16,GC06P001604,18.073751449585,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXCUT
RUNX2,RUNX Family Transcription Factor 2,Protein Coding,Q13950,53,GC06P104322,18.0604228973389,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUNX2
SNHG3,Small Nucleolar RNA Host Gene 3,RNA Gene,"",22,GC01P029568,18.0144710540771,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG3
LINC01589,Long Intergenic Non-Protein Coding RNA 1589,RNA Gene,"",18,GC22M068257,18.0038509368896,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01589
DCST1-AS1,DCST1 Antisense RNA 1,RNA Gene,"",18,GC01M156434,17.993595123291,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCST1-AS1
COTL1,Coactosin Like F-Actin Binding Protein 1,Protein Coding,Q14019,46,GC16M084566,17.9834537506104,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COTL1
CSNK2A1,Casein Kinase 2 Alpha 1,Protein Coding,P68400,57,GC20M000472,17.9750366210938,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSNK2A1
CXCR1,C-X-C Motif Chemokine Receptor 1,Protein Coding,P25024,50,GC02M218162,17.967414855957,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR1
LINC00968,Long Intergenic Non-Protein Coding RNA 968,RNA Gene,"",17,GC08M056499,17.9662666320801,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00968
PRECSIT,P53 Regulated Carcinoma Associated Stat3 Activating Long Intergenic Non-Protein Coding Transcript,RNA Gene,"",24,GC13M110864,17.9568672180176,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRECSIT
WNT5A,Wnt Family Member 5A,Protein Coding,P41221,58,GC03M055465,17.9544887542725,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT5A
RNF6,Ring Finger Protein 6,Protein Coding,Q9Y252,45,GC13M026132,17.9367847442627,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF6
MTA1,Metastasis Associated 1,Protein Coding,Q13330,49,GC14P105419,17.9338321685791,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTA1
FTX,"FTX Transcript, XIST Regulator",RNA Gene,"",23,GC0XM073946,17.9332866668701,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FTX
DKK1,Dickkopf WNT Signaling Pathway Inhibitor 1,Protein Coding,O94907,51,GC10P052314,17.9292507171631,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DKK1
KLRK1,Killer Cell Lectin Like Receptor K1,Protein Coding,P26718,47,GC12M024904,17.9254722595215,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLRK1
MIR103A2,MicroRNA 103a-2,RNA Gene,"",21,GC20P003917,17.9106006622314,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR103A2
RMI1,RecQ Mediated Genome Instability 1,Protein Coding,Q9H9A7,46,GC09P083980,17.8914661407471,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RMI1
HSPA8,Heat Shock Protein Family A (Hsp70) Member 8,Protein Coding,P11142,56,GC11M123057,17.890697479248,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA8
SIRT1,Sirtuin 1,Protein Coding,Q96EB6,56,GC10P067884,17.8678665161133,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT1
ENO1,Enolase 1,Protein Coding,P06733,54,GC01M008861,17.8584156036377,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENO1
ITGA2,Integrin Subunit Alpha 2,Protein Coding,P17301,53,GC05P052989,17.8466033935547,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA2
MMP11,Matrix Metallopeptidase 11,Protein Coding,P24347,50,GC22P023768,17.8422813415527,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP11
NTS,Neurotensin,Protein Coding,P30990,48,GC12P085876,17.8380870819092,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTS
LOC106780825,"FOXM1-Regulated, Gastric Cancer Associated-Like",RNA Gene,"",4,GC21M006533,17.8379592895508,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC106780825
CACNA1G-AS1,CACNA1G Antisense RNA 1,RNA Gene,"",20,GC17M061347,17.8116149902344,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1G-AS1
BAD,BCL2 Associated Agonist Of Cell Death,Protein Coding,Q92934,50,GC11M109178,17.777946472168,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAD
ITGB3,Integrin Subunit Beta 3,Protein Coding,P05106,59,GC17P078453,17.7758045196533,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB3
MIR608,MicroRNA 608,RNA Gene,"",21,GC10P100974,17.7540283203125,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR608
IGFBP2,Insulin Like Growth Factor Binding Protein 2,Protein Coding,P18065,50,GC02P216632,17.7357692718506,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP2
PTHLH,Parathyroid Hormone Like Hormone,Protein Coding,P12272,53,GC12M027959,17.7159614562988,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTHLH
LINC00313,Long Intergenic Non-Protein Coding RNA 313,RNA Gene,P59037,25,GC21M043440,17.7029552459717,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00313
NMRAL2P,"NmrA Like Redox Sensor 2, Pseudogene",Pseudogene,"",14,GC03P185961,17.6986789703369,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NMRAL2P
BSCL2,"BSCL2 Lipid Droplet Biogenesis Associated, Seipin",Protein Coding,Q96G97,50,GC11M109101,17.6907138824463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BSCL2
GGPS1,Geranylgeranyl Diphosphate Synthase 1,Protein Coding,O95749,50,GC01P235327,17.6877021789551,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGPS1
IQGAP1,IQ Motif Containing GTPase Activating Protein 1,Protein Coding,P46940,50,GC15P090388,17.6382331848145,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IQGAP1
CSF1,Colony Stimulating Factor 1,Protein Coding,P09603,51,GC01P109911,17.6235275268555,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSF1
HPGD,15-Hydroxyprostaglandin Dehydrogenase,Protein Coding,P15428,53,GC04M174490,17.6194667816162,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPGD
MIR340,MicroRNA 340,RNA Gene,"",21,GC05M180015,17.6123275756836,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR340
CT83,Cancer/Testis Antigen 83,Protein Coding,Q5H943,34,GC0XM116461,17.6022872924805,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CT83
PDCD4-AS1,PDCD4 Antisense RNA 1,RNA Gene,"",19,GC10M110868,17.5890712738037,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD4-AS1
MANCR,Mitotically Associated Long Non Coding RNA,RNA Gene,"",18,GC10M004577,17.5867462158203,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MANCR
ST14,ST14 Transmembrane Serine Protease Matriptase,Protein Coding,Q9Y5Y6,55,GC11P130159,17.5794620513916,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST14
FGF4,Fibroblast Growth Factor 4,Protein Coding,P08620,49,GC11M109432,17.5620727539063,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF4
MIR330,MicroRNA 330,RNA Gene,"",22,GC19M079733,17.5368480682373,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR330
TMPRSS2,Transmembrane Serine Protease 2,Protein Coding,O15393,54,GC21M041464,17.5265254974365,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMPRSS2
MIR661,MicroRNA 661,RNA Gene,"",20,GC08M143945,17.4817676544189,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR661
CHKA,Choline Kinase Alpha,Protein Coding,P35790,50,GC11M068052,17.4772033691406,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHKA
NRP1,Neuropilin 1,Protein Coding,O14786,54,GC10M033177,17.4691505432129,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRP1
CCN1,Cellular Communication Network Factor 1,Protein Coding,O00622,47,GC01P085585,17.4634819030762,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCN1
LINC00520,Long Intergenic Non-Protein Coding RNA 520,RNA Gene,"",21,GC14M055781,17.4603881835938,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00520
MALT1,MALT1 Paracaspase,Protein Coding,Q9UDY8,54,GC18P058671,17.4589195251465,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MALT1
RBM38,RNA Binding Motif Protein 38,Protein Coding,Q9H0Z9,44,GC20P057391,17.4516124725342,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM38
EPHB4,EPH Receptor B4,Protein Coding,P54760,60,GC07M104004,17.4369201660156,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHB4
CEACAM1,CEA Cell Adhesion Molecule 1,Protein Coding,P13688,52,GC19M042507,17.4293556213379,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEACAM1
LINC01852,Long Intergenic Non-Protein Coding RNA 1852,RNA Gene,"",16,GC15M038062,17.4149589538574,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01852
CYP1A2,Cytochrome P450 Family 1 Subfamily A Member 2,Protein Coding,P05177,52,GC15P074748,17.414041519165,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP1A2
E2F3,E2F Transcription Factor 3,Protein Coding,O00716,49,GC06P020406,17.4130096435547,https://www.genecards.org/cgi-bin/carddisp.pl?gene=E2F3
MC1R,Melanocortin 1 Receptor,Protein Coding,Q01726,54,GC16P089912,17.3973999023438,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MC1R
IRS1,Insulin Receptor Substrate 1,Protein Coding,P35568,54,GC02M226731,17.3824481964111,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRS1
MIF,Macrophage Migration Inhibitory Factor,Protein Coding,P14174,54,GC22P023894,17.299617767334,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIF
KRT5,Keratin 5,Protein Coding,P13647,53,GC12M052514,17.2791004180908,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT5
CTBP1-AS,CTBP1 Antisense RNA,RNA Gene,"",16,GC04P001210,17.2733001708984,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTBP1-AS
WSPAR,WNT Signaling Pathway Activating Non-Coding RNA,RNA Gene,"",16,GC05P133914,17.2434978485107,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WSPAR
ACVR1,Activin A Receptor Type 1,Protein Coding,Q04771,59,GC02M157736,17.2409801483154,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACVR1
GATA6,GATA Binding Protein 6,Protein Coding,Q92908,54,GC18P022169,17.2070846557617,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATA6
MIR199A2,MicroRNA 199a-2,RNA Gene,"",24,GC01M172235,17.1661911010742,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR199A2
STMN1,Stathmin 1,Protein Coding,P16949,51,GC01M025884,17.1552696228027,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STMN1
TCERG1,Transcription Elongation Regulator 1,Protein Coding,O14776,47,GC05P146447,17.1463184356689,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCERG1
JAG1,Jagged Canonical Notch Ligand 1,Protein Coding,P78504,57,GC20M010637,17.1421279907227,https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAG1
ANGPT1,Angiopoietin 1,Protein Coding,Q15389,53,GC08M107246,17.1142501831055,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANGPT1
LINC00342,Long Intergenic Non-Protein Coding RNA 342,RNA Gene,"",20,GC02M095807,17.0951137542725,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00342
GJA1,Gap Junction Protein Alpha 1,Protein Coding,P17302,57,GC06P121436,17.0898475646973,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJA1
IL7,Interleukin 7,Protein Coding,P13232,50,GC08M078689,17.0475406646729,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL7
CASP1,Caspase 1,Protein Coding,P29466,56,GC11M105025,17.0293846130371,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP1
EFNA3,Ephrin A3,Protein Coding,P52797,50,GC01P155078,17.0186233520508,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFNA3
STXBP5-AS1,STXBP5 Antisense RNA 1,RNA Gene,"",20,GC06M146841,17.0155754089355,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STXBP5-AS1
MIR637,MicroRNA 637,RNA Gene,"",18,GC19M003961,17.009973526001,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR637
YY1,YY1 Transcription Factor,Protein Coding,P25490,55,GC14P100238,16.997314453125,https://www.genecards.org/cgi-bin/carddisp.pl?gene=YY1
C20orf204,Chromosome 20 Open Reading Frame 204,Protein Coding,A0A1B0GTL2,24,GC20P065460,16.9813213348389,https://www.genecards.org/cgi-bin/carddisp.pl?gene=C20orf204
UGT1A1,UDP Glucuronosyltransferase Family 1 Member A1,Protein Coding,P22309,57,GC02P233760,16.9770107269287,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT1A1
FAM215A,Family With Sequence Similarity 215 Member A,RNA Gene,Q9Y5M1,28,GC17P043917,16.9721717834473,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM215A
HOXA11,Homeobox A11,Protein Coding,P31270,48,GC07M027810,16.9608497619629,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXA11
FOXC2-AS1,FOXC2 Antisense RNA 1,RNA Gene,"",19,GC16M086566,16.9543685913086,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXC2-AS1
NOTCH3,Notch Receptor 3,Protein Coding,Q9UM47,58,GC19M015159,16.9540901184082,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOTCH3
SCARNA5,Small Cajal Body-Specific RNA 5,RNA Gene,"",22,GC02P233275,16.9313220977783,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCARNA5
HNRNPUL2-BSCL2,HNRNPUL2-BSCL2 Readthrough (NMD Candidate),RNA Gene,"",18,GC11M109102,16.9184322357178,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPUL2-BSCL2
TNFRSF19,TNF Receptor Superfamily Member 19,Protein Coding,Q9NS68,46,GC13P023570,16.9080867767334,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF19
LINC01089,Long Intergenic Non-Protein Coding RNA 1089,RNA Gene,"",19,GC12M122861,16.9061737060547,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01089
SYK,Spleen Associated Tyrosine Kinase,Protein Coding,P43405,57,GC09P094897,16.8969573974609,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYK
