Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"TBK1","TANK Binding Kinase 1","Protein Coding","Q9UHD2","56","GC12P064451","6.33426284790039","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBK1"
"EHMT1","Euchromatic Histone Lysine Methyltransferase 1","Protein Coding","Q9H9B1","53","GC09P137618","6.33223867416382","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EHMT1"
"ADIPOR2","Adiponectin Receptor 2","Protein Coding","Q86V24","48","GC12P001670","6.33186149597168","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADIPOR2"
"SDC4","Syndecan 4","Protein Coding","P31431","51","GC20M045325","6.33169174194336","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDC4"
"RPL35A","Ribosomal Protein L35a","Protein Coding","P18077","49","GC03P197949","6.33020448684692","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL35A"
"FCGR2A","Fc Gamma Receptor IIa","Protein Coding","P12318","54","GC01P161505","6.33013200759888","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGR2A"
"SART1","Spliceosome Associated Factor 1, Recruiter Of U4/U6.U5 Tri-SnRNP","Protein Coding","O43290","46","GC11P072943","6.32992172241211","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SART1"
"SLC25A16","Solute Carrier Family 25 Member 16","Protein Coding","P16260","45","GC10M068477","6.3242244720459","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A16"
"ACKR3","Atypical Chemokine Receptor 3","Protein Coding","P25106","49","GC02P236537","6.32405281066895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACKR3"
"SLC1A5","Solute Carrier Family 1 Member 5","Protein Coding","Q15758","51","GC19M079784","6.32282876968384","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC1A5"
"RAD23B","RAD23 Homolog B, Nucleotide Excision Repair Protein","Protein Coding","P54727","51","GC09P107283","6.32101917266846","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD23B"
"SLC3A2","Solute Carrier Family 3 Member 2","Protein Coding","P08195","49","GC11P062856","6.32016563415527","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC3A2"
"CPSF6","Cleavage And Polyadenylation Specific Factor 6","Protein Coding","Q16630","45","GC12P069239","6.31743860244751","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPSF6"
"NMBR","Neuromedin B Receptor","Protein Coding","P28336","49","GC06M142059","6.31403779983521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NMBR"
"PFKFB4","6-Phosphofructo-2-Kinase/Fructose-2,6-Biphosphatase 4","Protein Coding","Q16877","49","GC03M048517","6.31068086624146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFKFB4"
"ENSG00000271204","Novel Transcript","RNA Gene","","11","GC07M130930","6.3026647567749","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000271204"
"HNRNPL","Heterogeneous Nuclear Ribonucleoprotein L","Protein Coding","P14866","47","GC19M038836","6.30115699768066","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPL"
"ING4","Inhibitor Of Growth Family Member 4","Protein Coding","Q9UNL4","44","GC12M006650","6.30082893371582","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ING4"
"EGLN2","Egl-9 Family Hypoxia Inducible Factor 2","Protein Coding","Q96KS0","52","GC19P083310","6.29935073852539","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGLN2"
"TRPV1","Transient Receptor Potential Cation Channel Subfamily V Member 1","Protein Coding","Q8NER1","54","GC17M003565","6.29788732528687","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPV1"
"RICTOR","RPTOR Independent Companion Of MTOR Complex 2","Protein Coding","Q6R327","50","GC05M038937","6.29721164703369","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RICTOR"
"LINC01315","Long Intergenic Non-Protein Coding RNA 1315","RNA Gene","","18","GC22M068212","6.29709339141846","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01315"
"ELAPOR1","Endosome-Lysosome Associated Apoptosis And Autophagy Regulator 1","Protein Coding","Q6UXG2","43","GC01P109225","6.29588413238525","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELAPOR1"
"WNT4","Wnt Family Member 4","Protein Coding","P56705","54","GC01M022190","6.29389715194702","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT4"
"VAV1","Vav Guanine Nucleotide Exchange Factor 1","Protein Coding","P15498","52","GC19P006772","6.28875255584717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAV1"
"HTR2A","5-Hydroxytryptamine Receptor 2A","Protein Coding","P28223","54","GC13M046831","6.28547143936157","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR2A"
"TIE1","Tyrosine Kinase With Immunoglobulin Like And EGF Like Domains 1","Protein Coding","P35590","52","GC01P043300","6.28520774841309","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIE1"
"SLC6A4","Solute Carrier Family 6 Member 4","Protein Coding","P31645","54","GC17M030194","6.28268623352051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A4"
"CGB3","Chorionic Gonadotropin Subunit Beta 3","Protein Coding","P0DN86","41","GC19M079859","6.28022813796997","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CGB3"
"MIR769","MicroRNA 769","RNA Gene","","18","GC19P046018","6.28018236160278","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR769"
"BCL3","BCL3 Transcription Coactivator","Protein Coding","P20749","48","GC19P044747","6.27488660812378","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL3"
"CUL2","Cullin 2","Protein Coding","Q13617","50","GC10M035046","6.27438592910767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUL2"
"ST8SIA1","ST8 Alpha-N-Acetyl-Neuraminide Alpha-2,8-Sialyltransferase 1","Protein Coding","Q92185","48","GC12M022063","6.27130031585693","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST8SIA1"
"NEDD4","NEDD4 E3 Ubiquitin Protein Ligase","Protein Coding","P46934","54","GC15M055826","6.27097845077515","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEDD4"
"CTRC","Chymotrypsin C","Protein Coding","Q99895","52","GC01P015438","6.26920509338379","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTRC"
"BRD7","Bromodomain Containing 7","Protein Coding","Q9NPI1","49","GC16M050313","6.26837348937988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRD7"
"TBL2","Transducin Beta Like 2","Protein Coding","Q9Y4P3","46","GC07M074105","6.26804113388062","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBL2"
"TSPAN8","Tetraspanin 8","Protein Coding","P19075","46","GC12M071125","6.26352024078369","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPAN8"
"DOT1L","DOT1 Like Histone Lysine Methyltransferase","Protein Coding","Q8TEK3","51","GC19P005684","6.26267051696777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOT1L"
"RPL18","Ribosomal Protein L18","Protein Coding","Q07020","51","GC19M048615","6.26173973083496","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL18"
"DLL4","Delta Like Canonical Notch Ligand 4","Protein Coding","Q9NR61","54","GC15P040929","6.25622463226318","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLL4"
"DDX11-AS1","DDX11 Antisense RNA 1","RNA Gene","","17","GC12M031020","6.25444841384888","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX11-AS1"
"DEFB1","Defensin Beta 1","Protein Coding","P60022","45","GC08M006870","6.25377416610718","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEFB1"
"ZNF180","Zinc Finger Protein 180","Protein Coding","Q9UJW8","42","GC19M079692","6.25370502471924","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF180"
"TCOF1","Treacle Ribosome Biogenesis Factor 1","Protein Coding","Q13428","49","GC05P150358","6.2534122467041","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCOF1"
"IGKC","Immunoglobulin Kappa Constant","Protein Coding","P01834","38","GC02M091385","6.25143337249756","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGKC"
"CA12","Carbonic Anhydrase 12","Protein Coding","O43570","54","GC15M063321","6.25046968460083","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA12"
"PES1","Pescadillo Ribosomal Biogenesis Factor 1","Protein Coding","O00541","45","GC22M030576","6.24887180328369","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PES1"
"NLK","Nemo Like Kinase","Protein Coding","Q9UBE8","50","GC17P076287","6.24820280075073","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLK"
"ADAM19","ADAM Metallopeptidase Domain 19","Protein Coding","Q9H013","49","GC05M157395","6.24195909500122","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM19"
"TRERF1","Transcriptional Regulating Factor 1","Protein Coding","Q96PN7","43","GC06M042224","6.24043607711792","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRERF1"
"GATD3","Glutamine Amidotransferase Class 1 Domain Containing 3","Protein Coding","P0DPI2","40","GC21P044140","6.23579931259155","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATD3"
"RNF14","Ring Finger Protein 14","Protein Coding","Q9UBS8","48","GC05P148060","6.23463582992554","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF14"
"NOD1","Nucleotide Binding Oligomerization Domain Containing 1","Protein Coding","Q9Y239","49","GC07M030424","6.23207473754883","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOD1"
"NBR1","NBR1 Autophagy Cargo Receptor","Protein Coding","Q14596","45","GC17P043170","6.23154306411743","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NBR1"
"EPRS1","Glutamyl-Prolyl-TRNA Synthetase 1","Protein Coding","P07814","50","GC01M219969","6.23139619827271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPRS1"
"TPD52L2","TPD52 Like 2","Protein Coding","O43399","45","GC20P063865","6.23054122924805","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPD52L2"
"MAGEA2","MAGE Family Member A2","Protein Coding","P43356","34","GC0XM152749","6.22988748550415","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGEA2"
"RPS17","Ribosomal Protein S17","Protein Coding","P08708","50","GC15M082536","6.2293553352356","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS17"
"VOPP1","VOPP1 WW Domain Binding Protein","Protein Coding","Q96AW1","40","GC07M055434","6.22817897796631","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VOPP1"
"ATG16L1","Autophagy Related 16 Like 1","Protein Coding","Q676U5","49","GC02P233267","6.22772741317749","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATG16L1"
"ID3","Inhibitor Of DNA Binding 3","Protein Coding","Q02535","46","GC01M023557","6.22699069976807","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ID3"
"LUC7L2","LUC7 Like 2, Pre-MRNA Splicing Factor","Protein Coding","Q9Y383","43","GC07P139344","6.22609806060791","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LUC7L2"
"BCL2L2","BCL2 Like 2","Protein Coding","Q92843","49","GC14P038703","6.22349977493286","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2L2"
"ZFPM2-AS1","ZFPM2 Antisense RNA 1","RNA Gene","","19","GC08M105546","6.22050476074219","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFPM2-AS1"
"PLXNA1","Plexin A1","Protein Coding","Q9UIW2","52","GC03P126988","6.22047901153564","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLXNA1"
"CHD4","Chromodomain Helicase DNA Binding Protein 4","Protein Coding","Q14839","52","GC12M006570","6.21707248687744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHD4"
"BCL2L12","BCL2 Like 12","Protein Coding","Q9HB09","45","GC19P049665","6.21640491485596","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2L12"
"NDRG2","NDRG Family Member 2","Protein Coding","Q9UN36","45","GC14M021016","6.21621131896973","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDRG2"
"FARP1","FERM, ARH/RhoGEF And Pleckstrin Domain Protein 1","Protein Coding","Q9Y4F1","45","GC13P098142","6.21299695968628","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FARP1"
"CYP2A13","Cytochrome P450 Family 2 Subfamily A Member 13","Protein Coding","Q16696","46","GC19P041088","6.20961761474609","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP2A13"
"SATB1","SATB Homeobox 1","Protein Coding","Q01826","51","GC03M023463","6.2036828994751","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SATB1"
"MLNR","Motilin Receptor","Protein Coding","O43193","48","GC13P049220","6.19795703887939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLNR"
"MIR504","MicroRNA 504","RNA Gene","","18","GC0XM138667","6.1926589012146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR504"
"FOXO4","Forkhead Box O4","Protein Coding","P98177","48","GC0XP071095","6.18803930282593","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXO4"
"RCC2","Regulator Of Chromosome Condensation 2","Protein Coding","Q9P258","45","GC01M017406","6.18669128417969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCC2"
"PSMA7","Proteasome 20S Subunit Alpha 7","Protein Coding","O14818","51","GC20M062136","6.1861572265625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMA7"
"MIR616","MicroRNA 616","RNA Gene","","21","GC12M057519","6.18535947799683","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR616"
"DMTN","Dematin Actin Binding Protein","Protein Coding","Q08495","44","GC08P022048","6.18456792831421","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMTN"
"SSTR3","Somatostatin Receptor 3","Protein Coding","P32745","52","GC22M037204","6.18145942687988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SSTR3"
"THBD","Thrombomodulin","Protein Coding","P07204","53","GC20M023026","6.17857646942139","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THBD"
"MCM3AP-AS1","MCM3AP Antisense RNA 1","RNA Gene","","23","GC21P046445","6.1783447265625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM3AP-AS1"
"EEF2","Eukaryotic Translation Elongation Factor 2","Protein Coding","P13639","55","GC19M003976","6.17572689056396","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF2"
"AKIP1","A-Kinase Interacting Protein 1","Protein Coding","Q9NQ31","40","GC11P008911","6.17392587661743","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKIP1"
"HSPA14","Heat Shock Protein Family A (Hsp70) Member 14","Protein Coding","Q0VDF9","46","GC10P014860","6.1727466583252","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA14"
"ADGRB1","Adhesion G Protein-Coupled Receptor B1","Protein Coding","O14514","44","GC08P142449","6.17223358154297","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRB1"
"TUSC1","Tumor Suppressor Candidate 1","Protein Coding","Q2TAM9","36","GC09M025668","6.17020511627197","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUSC1"
"BRD3","Bromodomain Containing 3","Protein Coding","Q15059","48","GC09M134030","6.16882991790771","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRD3"
"TCEAL7","Transcription Elongation Factor A Like 7","Protein Coding","Q9BRU2","38","GC0XP103330","6.16325950622559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCEAL7"
"RPS7","Ribosomal Protein S7","Protein Coding","P62081","49","GC02P003575","6.16213083267212","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS7"
"EIF4H","Eukaryotic Translation Initiation Factor 4H","Protein Coding","Q15056","49","GC07P074174","6.15494346618652","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4H"
"DAPK2","Death Associated Protein Kinase 2","Protein Coding","Q9UIK4","46","GC15M063907","6.15203285217285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAPK2"
"GLP1R","Glucagon Like Peptide 1 Receptor","Protein Coding","P43220","53","GC06P039048","6.14975070953369","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLP1R"
"AMBP","Alpha-1-Microglobulin/Bikunin Precursor","Protein Coding","P02760","50","GC09M114060","6.14628601074219","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMBP"
"PTGER1","Prostaglandin E Receptor 1","Protein Coding","P34995","48","GC19M015556","6.14608287811279","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGER1"
"CFL1","Cofilin 1","Protein Coding","P23528","53","GC11M065823","6.14506673812866","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFL1"
"TFPI","Tissue Factor Pathway Inhibitor","Protein Coding","P10646","52","GC02M187464","6.14506435394287","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFPI"
"UGT1A9","UDP Glucuronosyltransferase Family 1 Member A9","Protein Coding","O60656","51","GC02P233671","6.1445837020874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT1A9"
"RPS13","Ribosomal Protein S13","Protein Coding","P62277","48","GC11M017756","6.14356231689453","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS13"
"SETD5","SET Domain Containing 5","Protein Coding","Q9C0A6","45","GC03P009402","6.14338970184326","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETD5"
"MIR421","MicroRNA 421","RNA Gene","","17","GC0XM074218","6.14205932617188","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR421"
"GFRA1","GDNF Family Receptor Alpha 1","Protein Coding","P56159","54","GC10M116056","6.14074897766113","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GFRA1"
"NPC1","NPC Intracellular Cholesterol Transporter 1","Protein Coding","O15118","56","GC18M023506","6.140709400177","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPC1"
"SAGE1","Sarcoma Antigen 1","Protein Coding","Q9NXZ1","36","GC0XP135889","6.13956832885742","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAGE1"
"TM9SF4","Transmembrane 9 Superfamily Member 4","Protein Coding","Q92544","44","GC20P032109","6.13822174072266","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TM9SF4"
"RAD9A","RAD9 Checkpoint Clamp Component A","Protein Coding","Q99638","46","GC11P073042","6.13332557678223","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD9A"
"RPS6KA1","Ribosomal Protein S6 Kinase A1","Protein Coding","Q15418","57","GC01P029441","6.1331615447998","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6KA1"
"OCIAD2","OCIA Domain Containing 2","Protein Coding","Q56VL3","42","GC04M048887","6.12535190582275","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OCIAD2"
"FUT8","Fucosyltransferase 8","Protein Coding","Q9BYC5","50","GC14P065411","6.12094211578369","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUT8"
"NEK9","NIMA Related Kinase 9","Protein Coding","Q8TD19","52","GC14M075079","6.11896324157715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEK9"
"RPL27","Ribosomal Protein L27","Protein Coding","P61353","49","GC17P042998","6.11851692199707","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL27"
"SMYD3","SET And MYND Domain Containing 3","Protein Coding","Q9H7B4","49","GC01M245749","6.11698198318481","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMYD3"
"ADGRE5","Adhesion G Protein-Coupled Receptor E5","Protein Coding","P48960","50","GC19P082732","6.11517429351807","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRE5"
"DLGAP5","DLG Associated Protein 5","Protein Coding","Q15398","46","GC14M055148","6.11459016799927","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLGAP5"
"TSC22D1","TSC22 Domain Family Member 1","Protein Coding","Q15714","47","GC13M044432","6.11069869995117","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSC22D1"
"SLC17A5","Solute Carrier Family 17 Member 5","Protein Coding","Q9NRA2","51","GC06M073593","6.10498428344727","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC17A5"
"CARMN","Cardiac Mesoderm Enhancer-Associated Non-Coding RNA","RNA Gene","","22","GC05P149397","6.10336494445801","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARMN"
